Seq Project ID ,Seq Project Name ,Sample ID ,Plate,Sample_ID_fix,Sample_ID_dada2,Sample Name*,Sample Group Name (required for some products)*,Site,State,Ocean,Continent,Seagrass_Or_Not,Species,Description of Pathogenicity to any host*,Concentration (ng/ul),"Tube or Plate Label (If in a tube, label must be unique.  If in a plate, label must be the same for all samples in that plate.) 20 characters max",Plate location (well #) required if samples will be provided in a plate.  ,Sample Format*,Shipment and Storage Comments (Box #),Biosafety Material Category,Sample Isolation Method,Collection Year,Collection Month,Clone,Sample Isolated From,Latitude Value must be in decimal format with values between -90 and 90.,Longitude Value must be in decimal format with values between -180 and 180.,Notes
1191097,Seagrass microbiome iTags plate 2,178847,Plate_2,ZM1608_L,Plate_2.ZM1608_L,ZM1608-L,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,1.08,503251_iTag_2,G12,water,"Box 3, plate 2 #2",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.01427,-7.493273,
1191099,Seagrass microbiome iTags plate 3,178848,Plate_3,ZM1609_L,Plate_3.ZM1609_L,ZM1609-L,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,0.04,503251_iTag_3,B1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.01427,-7.493273,
1191099,Seagrass microbiome iTags plate 3,178849,Plate_3,ZM1610_L,Plate_3.ZM1610_L,ZM1610-L,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,0.04,503251_iTag_3,C1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.01427,-7.493273,
1191099,Seagrass microbiome iTags plate 3,178850,Plate_3,ZM1611_L,Plate_3.ZM1611_L,ZM1611-L,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,0.17,503251_iTag_3,D1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.01427,-7.493273,
1191099,Seagrass microbiome iTags plate 3,178851,Plate_3,ZM1612_L,Plate_3.ZM1612_L,ZM1612-L,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,0.04,503251_iTag_3,E1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.01427,-7.493273,
1191099,Seagrass microbiome iTags plate 3,178852,Plate_3,ZM1701_L,Plate_3.ZM1701_L,ZM1701-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.88,503251_iTag_3,F1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178853,Plate_3,ZM1702_L,Plate_3.ZM1702_L,ZM1702-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.45,503251_iTag_3,G1,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178854,Plate_3,ZM1703_L,Plate_3.ZM1703_L,ZM1703-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.73,503251_iTag_3,A2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178855,Plate_3,ZM1704_L,Plate_3.ZM1704_L,ZM1704-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.08,503251_iTag_3,B2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178856,Plate_3,ZM1705_L,Plate_3.ZM1705_L,ZM1705-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.49,503251_iTag_3,C2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178857,Plate_3,ZM1706_L,Plate_3.ZM1706_L,ZM1706-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.92,503251_iTag_3,D2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178858,Plate_3,ZM1707_L,Plate_3.ZM1707_L,ZM1707-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.94,503251_iTag_3,E2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178859,Plate_3,ZM1708_L,Plate_3.ZM1708_L,ZM1708-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.03,503251_iTag_3,F2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178860,Plate_3,ZM1709_L,Plate_3.ZM1709_L,ZM1709-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.71,503251_iTag_3,G2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178861,Plate_3,ZM1710_L,Plate_3.ZM1710_L,ZM1710-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.63,503251_iTag_3,H2,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178862,Plate_3,ZM1711_L,Plate_3.ZM1711_L,ZM1711-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.43,503251_iTag_3,A3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178863,Plate_3,ZM1712_L,Plate_3.ZM1712_L,ZM1712-L,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.01,503251_iTag_3,B3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,leaf,43.447,3.661503,
1191099,Seagrass microbiome iTags plate 3,178864,Plate_3,ZM1801_L,Plate_3.ZM1801_L,ZM1801-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.99,503251_iTag_3,C3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178865,Plate_3,ZM1802_L,Plate_3.ZM1802_L,ZM1802-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,2.39,503251_iTag_3,D3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178866,Plate_3,ZM1803_L,Plate_3.ZM1803_L,ZM1803-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,2.03,503251_iTag_3,E3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178867,Plate_3,ZM1804_L,Plate_3.ZM1804_L,ZM1804-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.25,503251_iTag_3,F3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178868,Plate_3,ZM1805_L,Plate_3.ZM1805_L,ZM1805-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.93,503251_iTag_3,G3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178869,Plate_3,ZM1806_L,Plate_3.ZM1806_L,ZM1806-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.26,503251_iTag_3,H3,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178870,Plate_3,ZM1807_L,Plate_3.ZM1807_L,ZM1807-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.41,503251_iTag_3,A4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178871,Plate_3,ZM1808_L,Plate_3.ZM1808_L,ZM1808-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.69,503251_iTag_3,B4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178872,Plate_3,ZM1809_L,Plate_3.ZM1809_L,ZM1809-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.88,503251_iTag_3,C4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178873,Plate_3,ZM1810_L,Plate_3.ZM1810_L,ZM1810-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.99,503251_iTag_3,D4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178874,Plate_3,ZM1811_L,Plate_3.ZM1811_L,ZM1811-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.72,503251_iTag_3,E4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178875,Plate_3,ZM1812_L,Plate_3.ZM1812_L,ZM1812-L,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.6,503251_iTag_3,F4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,leaf,44.211628,15.490607,
1191099,Seagrass microbiome iTags plate 3,178876,Plate_3,Sy_1_L,Plate_3.Sy_1_L,Sy-1-L,,,,,,Seagrass,Syringodium,none known,0.2,503251_iTag_3,G4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2017,March,FALSE,leaf,9.415447,-82.330771,
1191099,Seagrass microbiome iTags plate 3,178877,Plate_3,Hw_2_L,Plate_3.Hw_2_L,Hw-2-L,,,,,,Seagrass,Halodule wrightii,none known,0.1,503251_iTag_3,H4,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2017,March,FALSE,leaf,9.415447,-82.330771,
1191099,Seagrass microbiome iTags plate 3,178878,Plate_3,ThaTes_P_1_L,Plate_3.ThaTes_P_1_L,ThaTes-P-1-L,,,,,,Seagrass,Thalassia testudinum,none known,0.15,503251_iTag_3,A5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2017,January,FALSE,leaf,9.347118,-82.253791,
1191099,Seagrass microbiome iTags plate 3,178879,Plate_3,Hd_1_L,Plate_3.Hd_1_L,Hd-1-L,,,,,,Seagrass,Halophila decipiens,none known,0.05,503251_iTag_3,B5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2017,May,FALSE,leaf,9.415447,-82.330771,
1191099,Seagrass microbiome iTags plate 3,178880,Plate_3,CR01_L,Plate_3.CR01_L,CR01_L,Cosumnes River,,,,,Freshwater,Alisma/Sagittaria,none known,25.16,503251_iTag_3,C5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178881,Plate_3,CR02_L,Plate_3.CR02_L,CR02_L,Cosumnes River,,,,,Freshwater,Sagittaria,none known,4.87,503251_iTag_3,D5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178882,Plate_3,CR03_L,Plate_3.CR03_L,CR03_L,Cosumnes River,,,,,Freshwater,Sagittaria,none known,6.64,503251_iTag_3,E5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178883,Plate_3,CR04_L,Plate_3.CR04_L,CR04_L,Cosumnes River,,,,,Freshwater,Sagittaria,none known,2.36,503251_iTag_3,F5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178884,Plate_3,CR06_L,Plate_3.CR06_L,CR06_L,Cosumnes River,,,,,Freshwater,Elodea,none known,3.65,503251_iTag_3,G5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178885,Plate_3,CR07_L,Plate_3.CR07_L,CR07_L,Cosumnes River,,,,,Freshwater,Alisma/Sagittaria,none known,2.38,503251_iTag_3,H5,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178886,Plate_3,DP01_L,Plate_3.DP01_L,DP01_L,Discovery Park,,,,,Freshwater,Alisma/Sagittaria,none known,6.12,503251_iTag_3,A6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.601203,-121.509588,
1191099,Seagrass microbiome iTags plate 3,178887,Plate_3,LH02_L,Plate_3.LH02_L,LH02_L,Lake Herman,,,,,Freshwater,Potamogeton,none known,1.78,503251_iTag_3,B6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.095947,-122.150965,
1191099,Seagrass microbiome iTags plate 3,178888,Plate_3,MB01_L,Plate_3.MB01_L,MB01_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,3.16,503251_iTag_3,C6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178889,Plate_3,MB02_L,Plate_3.MB02_L,MB02_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,8.1,503251_iTag_3,D6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178890,Plate_3,MB03_L,Plate_3.MB03_L,MB03_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,4.49,503251_iTag_3,E6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178891,Plate_3,MB04_L,Plate_3.MB04_L,MB04_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,2.75,503251_iTag_3,F6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178892,Plate_3,MB05_L,Plate_3.MB05_L,MB05_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,5.8,503251_iTag_3,G6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178893,Plate_3,MB06_L,Plate_3.MB06_L,MB06_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,2.17,503251_iTag_3,H6,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178894,Plate_3,MB07_L,Plate_3.MB07_L,MB07_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,2.33,503251_iTag_3,A7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178895,Plate_3,MB08_L,Plate_3.MB08_L,MB08_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,6.18,503251_iTag_3,B7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178896,Plate_3,MB09_L,Plate_3.MB09_L,MB09_L,California - Moss Beach,,,,,Seagrass,Phyllospadix,none known,5.25,503251_iTag_3,C7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,leaf,37.525711,-122.517116,
1191099,Seagrass microbiome iTags plate 3,178897,Plate_3,OL04_L,Plate_3.OL04_L,OL04_L,Oroville Lake,,,,,Freshwater,Najas guadalupensis,none known,0.5,503251_iTag_3,D7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178898,Plate_3,OL07_L,Plate_3.OL07_L,OL07_L,Oroville Lake,,,,,Freshwater,Najas guadalupensis,none known,1.53,503251_iTag_3,E7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178899,Plate_3,OL08_L,Plate_3.OL08_L,OL08_L,Oroville Lake,,,,,Freshwater,Potamogeton,none known,0.86,503251_iTag_3,F7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178900,Plate_3,OT04_L,Plate_3.OT04_L,OT04_L,Feather River,,,,,Freshwater,Elodea,none known,1.05,503251_iTag_3,G7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178901,Plate_3,OT06_L,Plate_3.OT06_L,OT06_L,Feather River,,,,,Freshwater,Potamogeton crispus ,none known,2.97,503251_iTag_3,H7,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178902,Plate_3,OT07_L,Plate_3.OT07_L,OT07_L,Feather River,,,,,Freshwater,Lilaea scilloides,none known,0.47,503251_iTag_3,A8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178903,Plate_3,OT09_L,Plate_3.OT09_L,OT09_L,Feather River,,,,,Freshwater,Najas guadalupensis,none known,2.23,503251_iTag_3,B8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178904,Plate_3,CR08_L,Plate_3.CR08_L,CR08_L,Cosumnes River,,,,,Freshwater,Potamogeton crispus ,none known,2.36,503251_iTag_3,C8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.259751,-121.424107,
1191099,Seagrass microbiome iTags plate 3,178905,Plate_3,DP02_L,Plate_3.DP02_L,DP02_L,Discovery Park,,,,,Freshwater,Elodea,none known,3.11,503251_iTag_3,D8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.601203,-121.509588,
1191099,Seagrass microbiome iTags plate 3,178906,Plate_3,DP03_L,Plate_3.DP03_L,DP03_L,Discovery Park,,,,,Freshwater,Potamogeton crispus ,none known,1.82,503251_iTag_3,E8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.601203,-121.509588,
1191099,Seagrass microbiome iTags plate 3,178907,Plate_3,LN06_L,Plate_3.LN06_L,LN06_L,Lake Natomas,,,,,Freshwater,Elodea,none known,0.28,503251_iTag_3,F8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,38.632504,-121.233679,
1191099,Seagrass microbiome iTags plate 3,178908,Plate_3,OL01_L,Plate_3.OL01_L,OL01_L,Oroville Lake,,,,,Freshwater,Potamogeton,none known,0.99,503251_iTag_3,G8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178909,Plate_3,OL02_L,Plate_3.OL02_L,OL02_L,Oroville Lake,,,,,Freshwater,Potamogeton,none known,0.27,503251_iTag_3,H8,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178910,Plate_3,OL03_L,Plate_3.OL03_L,OL03_L,Oroville Lake,,,,,Freshwater,Potamogeton,none known,0.8,503251_iTag_3,A9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178911,Plate_3,OL06_L,Plate_3.OL06_L,OL06_L,Oroville Lake,,,,,Freshwater,Potamogeton,none known,0.44,503251_iTag_3,B9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178912,Plate_3,OT03_L,Plate_3.OT03_L,OT03_L,Feather River,,,,,Freshwater,Potamogeton,none known,2.86,503251_iTag_3,C9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2015,September,FALSE,leaf,39.51527778,-121.6291667,
1191099,Seagrass microbiome iTags plate 3,178913,Plate_3,ZM1_R,Plate_3.ZM1_R,ZM1-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,5.41,503251_iTag_3,D9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178914,Plate_3,ZM2_R,Plate_3.ZM2_R,ZM2-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,1.71,503251_iTag_3,E9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178915,Plate_3,ZM3_R,Plate_3.ZM3_R,ZM3-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,4.48,503251_iTag_3,F9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178916,Plate_3,ZM4_R,Plate_3.ZM4_R,ZM4-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,5.82,503251_iTag_3,G9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178917,Plate_3,ZM5_R,Plate_3.ZM5_R,ZM5-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,2.86,503251_iTag_3,H9,water,"Box 4, plate 3 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178918,Plate_3,ZM6_R,Plate_3.ZM6_R,ZM6-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,1.8,503251_iTag_3,A10,water,"Box 5, plate 3 #2, plate 4 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
1191099,Seagrass microbiome iTags plate 3,178919,Plate_3,ZM7_R,Plate_3.ZM7_R,ZM7-R,Alaska - Kotzebue,Alaska - North,Alaska,Pacific,North America,Seagrass,Zostera marina,none known,4.21,503251_iTag_3,B10,water,"Box 5, plate 3 #2, plate 4 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,64.485428,-164.76189,
